comment,movie_link,movie_title,num,score
오늘날 코로나를 예측한 영화 코로나 바이러스가 도는것을 어찌알고 예측하고 영회를 만들었을까?,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72522&target=after,감기,17033453,8
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=177509&target=after,미스터 주: 사라진 VIP,17033452,8
의외로재미있어요기대는크게 ㄴㄴ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,#살아있다,17033450,6
DWQEMJDNWSFNISDKNFJIKSDSD,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=136687&target=after,위대한 소원,17033449,10
강동원정망정말잘생겼다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033448,2
목숨걸고 지원해 조국을 지키려는  피끓는 청춘들에게 현실보다 정치가 우선인 전쟁터라니,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194791&target=after,1942: 언노운 배틀,17033446,9
원빈 아저씨 2020년 황정민버젼이정재는 보는 내내 GD같았음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033447,8
음..개연성은 살짝 떨어질 수 있다고 생각하는데 배우들 연기와 영상미는 대단하다고 할 수 있습니다. 재밌게 봤습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033445,10
PC의 낙원은 개연성의 지옥으로 끝맺는다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193173&target=after,올드 가드,17033424,2
코로나시기 제대로 맘먹고만든영화 강철비 반도에서 나를 구했네,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033423,7
저도 애니멀크래커를 갖고 싶어지더라니깐요~~~^^넘 재밌었었어요ㅎㅎ 동심으로 돌아간 기분♡,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=134824&target=after,애니멀 크래커,17033422,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033421,10
출연진 때문에 봤다 진심으로...왜 제목을 저렇게 해서 사람을 낚는것인가..아 내돈이랑 내시간이랑 돌려주라,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033420,2
너무 재미없다. 20만이면 충분한 영화. 그나마 박정민 연기가 괜찮아서 별하나 입니다. 절대 영화관서 보지마시고 집에서 iptv 1000원일때 보세요.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033419,2
액션이 지렷다 카메라구도나 움직임이 처음보는 느낌,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033418,10
영화 아저씨랑 같은 무술 감독님 인것같던데 역시...업그레이드 된 느낌이정재 소름 돋슴돠ㅎㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033417,10
아 진짜 슬프음ㅠㅠㅜㅜ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180378&target=after,결백,17033416,10
딱 한마디만 할게요무조건 보세요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033415,10
"종말적인 분위기와 액션 연출은 좋았으나 뜬금없는 불순물들이 영화 전체를 망침속편의 신선함, 스토리를 전혀 보여주지 못함",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033434,6
역시 명배우들 오랜만에 최고영화봤음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033433,10
킹덤으로 상승세이던 한국좀비물의 해외인지도를 지하암반층까지 사정없이 내리꽂아 버리는 충무로 상폐종목,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033432,1
살인자 정으니가 그렇게 좋아???,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033431,1
20대 방황했던 내 모습을 보는듯. 같이 울었던 .,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19518&target=after,애정만세,17033430,10
하도 평점 낮고 말 많길래 보고 왔는데 잠수함씬 긴장감 있고 난 재밌던데.. 아 이상한 부분은 왜 두 정상이 다 잘생김?,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033429,10
연기력 좋은 3명의 배우들과 영상미가 하드캐리한 영화!!!스토리가 조금 휙휙 건너뛴 느낌이 없지않아 있지만배우들의 연기력과 영상미로 충분히 커버 가능했습니다. 오랜만에 보는 정통액션신도 좋았습니다.(feat. 여장한거 생각보다 예쁘다는ㅋㅋㅋㅋ),https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033428,10
평범한 별거없는 액션 영화 그나마 연기자들의 연기만 볼만해요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033427,4
안보는게 좋습니다 ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033426,1
그래도 인남이 살았다면 좋았을껄유이의 연기가 영화의 중심을 잡아준다해도 과언이 아닐듯해요. 황정민배우님 진짜 진한연기 멋져요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033425,10
진짜 재밌네   사람이 타락해지는게 잘 보임,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163608&target=after,돈,17033403,10
배우들 연기는 좋았음  스토리는..음..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033402,3
내용의 개연성이 너무 없어요  이정대 무슨 좀비인줄알았음.. 연기는 볼만함,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033401,2
긴장감최고..잘만들었네,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033400,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033399,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=147092&target=after,히든 피겨스,17033398,10
돈이 아깝다...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033397,1
액션과 색감이 멋짐,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033396,10
너무너무 재밌습니다 정말,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033395,4
연기 액션은 괜찮은데 아쉬운 스토리.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033394,6
진정한 해결사는 소떼모는 아줌마 였다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=137963&target=after,어 퍼펙트 데이,17033414,10
시간떼우기용이 아니였다 감동도주고 즐거웠다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=159645&target=after,서바이벌 패밀리,17033413,10
댓글알바들 열일하네ㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174065&target=after,걸캅스,17033412,1
핵.노.잼.  처음써요 이런거 근데 진짜 별로예요 ..,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033411,1
액션이 대박이었던 영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033410,10
알바들 열일하네 요즘 한국영화 왜이러냐,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033407,2
오랜만에 역대급 영화 나왔네요... 황정민은 곡성이나 신세계 당시 강렬한 이미지가 이 영화에서도 나옵니다. 주연은 황정민이지만 이정재의 연기도 눈에 선합니다. 악대 악의 대결... 누가 이길까요? ㅎㅎㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033408,9
1편에 비해 스토리도 연출도 3류 영화보는줄..갑자기 등장한딸은 암유발.. 킬링타임용도 안됌.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=119412&target=after,잭 리처: 네버 고 백,17033406,1
액션이 시원시원해서 스트레스 확 풀림!!이정재 넘 섹시함 !!!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033405,10
영웅본색 이후로 이렇게 강력한 캐릭터는 처음 봄.이번 이정재의 첫 격투신에서 살기 눈빛은 살인적.감동 그런것 없음.스토리 연계성은 있지만 깊진 않음.하지만 한국 영화에서 이런 격투씬이나 총격씬만으로도 입장료가 아깝지 않음.영상만 본다쳐도 소름이 돗는다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033404,10
보통 현실적이었지만 미녀는 야수와 결투하고 신랑만나서 결혼했다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=136872&target=after,미녀와 야수,17033382,10
진짜 재밌고 한번 보면 중간에 못 멈춤 내용이 너무 간질간질해서 좋음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=45535&target=after,헤어스프레이,17033381,10
와.. 이정재 터미네이터임?ㅋㅋ 어릴때 자신을 학대했던 야쿠자 형 복수할려고 미친짓하네ㅋ 인물간 개연성도 없고 이건 정말 최악이다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033378,1
코로나 이후 간만에 본 영화. 진짜 이맛이구나 싶더군요~ 연기면 연기 스토리면 스토리 진짜 좋았습니다~,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033377,10
정권에서 강제로 단체관람시킬듯한 영화내용,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033376,1
강동원은 여전히 잘생겼지만부산행이 백배는 잼있음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033375,6
디지바이스가 최신식이누 ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192613&target=after,디지몬 어드벤처 라스트 에볼루션 : 인연,17033374,10
내용 진짜 없고 액션신만 많습니다. 개연성 없고 비현실적인 장면이 매우 많습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033373,1
이 감독 영화 다신 안본다 ㅋㅋㅋㅋ 무슨 초등학생 일기로 영화 만들었나? 개연성은 1도 없고 진짜 시나리오가 ㄹㅇ개노답이다 웃음밖에 안나오네ㅋㅋ 이번 작품을 계기로 영화 판을 떠났으면 좋겠다 좋은 배우들 데려다가 이딴 쓰레기좀 그만 만들기 바람,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,#살아있다,17033372,1
"첫째. 감정이입 할 겨를이 없다. 황정민이 아내랑 얼마나 사랑했던 사이인지, 전혀 스며들지 않는다. 그런 아내의 딸을 단지 자신의 자식이라 생각하고 저렇게 까지? 심지어 자기 자식인지도 정확히 모른다.. 내가 자식이 있으면 모를까, 자식도 없는데 어떻게 감저 이입을 하란 말인지.. 둘째. 액션 카메라는 좋은데 왜 써먹질 않는지?황정민과 이정재 액션을 들먹이면서주 소재로 홍보했으면서 관련된 싸움은뭐.. 그닥 나오지도 않는다. 셋째. 외국에서 태어나고 자란애가 한국어를?영어를 쓰는 장면은 하나도 없다. 그냥 한국인줄 그 외 기타 이상한점이 한 두가지가 아닌데.. 그냥 나중에 1400원쯤 할때 보느는게 가장 현명한 거 같다..",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033371,5
억지감동 억지 스토리.. 그냥 재미없음!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033393,1
이정재 눈빛은 잊을 수 가 없네요. 너무 멋있어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033392,10
1편을 안 봐도 전혀 문제 없는 점은 좋았다. 관람객 평점이 매우 낮은데 그냥 저냥 볼만하다. 잠수함 액션씬이 굳! 하지만 상영시간이 이렇게 길 만한 스토리인지는 잘 모르겠다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033391,6
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033390,10
강아지가 달려가는 것같았다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186931&target=after,슈퍼 레이스,17033388,10
제작진은 민주주의가 뭔지 모르는 건가 싶을 정도로 개연성 0. 이 시국에도 CGV RVIP인데... 처음으로 영화 중간에 나가고 싶다 생각함사람들이 왜 마지막 30분만 볼만 했다 하는지 알 것 같음   1. 정우성의 수트발 GOOD   2. 찐 주인공은 부함장인듯,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033387,1
재미있게 잘 보았습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033386,7
울고 웃다가 뿔나는 영화. 유해진이라서 가능한 유머가 특히 무겁다고 생각할 수 있는 영화의 긴장감을 힐링 시켜준다. 캐스팅이 정말 잘 되었고 훌륭한 배우들 덕분에 우리나라의 역사를 더 빛냈던.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=178526&target=after,봉오동 전투,17033385,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=142305&target=after,핵소 고지,17033384,10
박정민 연기력은 진짜 개 미친년이다 진짜 저련 의리 있는 년?이랑 결혼해야 됩니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033383,10
박정민 배우님 응원합니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033360,10
박정민배우 연기 이렇게 잘했었나요 놀랐습니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033359,10
다들 클래식 명작이다 하는데 이걸 미루고 미뤄서 얼마전에 22살먹고 처음봤어요 근데....못 빠져나옴 진짜....하....엄청 울고잠,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=35939&target=after,클래식,17033358,10
"믿고 보는 황정민~~ 이정재 , 박정민까지 연기굿!",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033357,10
일단유선에똑같은표정 똑같은대사톤에볼맛이떨어짐..그냥전체적으로지루하고진부한그저그런영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174834&target=after,진범,17033355,2
카메라를 멈추면 안 돼를 재밌게 본 사람이라면 만족할듯ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=195180&target=after,주식회사 스페셜액터스,17033354,10
여태본 한국 액션영화중 아저씨이후로 타격감이 끝내준다 액션 연출이 너무 좋았고 주연 배우들의 연기력과 이정재의 포스가 엄청났음 대박,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033353,10
황정민 이정재 또 한번 레전드를 찍었다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033352,10
개연성없는 스토리 액션배우에 맞지않은 연기실망입니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033351,2
너무 좋았어요~!!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180369&target=after,라라걸,17033350,10
예상외로 TV에서 재밌게 봤음ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=21651&target=after,엔드 오브 데이즈,17033370,8
시간 돈이 아깝다. 쩝. 머냐 이건,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033369,2
많은 성인분들에게 추천드립니다.추천하고 욕먹지 않을 수작입니다^^,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=92116&target=after,파닥파닥,17033368,10
재밌네요^^  오랜만에 극장에서 본 재밌는 영화였습니다!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033367,10
전작이라 불리는 부산해에 비해 긴장감은 없었으나 스토리구성도 괜찮고 연기도 좋았습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033366,8
황정민 액션에다가 이정재 악역ㅋㅋㅋㅋ 다들 보세요ㅋㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033365,10
실감나는 액션이였습니다 너무 재밌게 봤어요ㅎㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033364,10
이정재는 머리딱올리고 선글 끼니깐 진짜 지디인줄ㅋㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033363,10
액션으로만 막 밀어붙이는기분.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033362,4
이정재 미친 눈빛연기 대박 멋짐ㅠ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033361,10
연기력이 받쳐주니ㅋㅋㅋ 또 보고싶네,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033339,10
연기 최고네요. 액션도 좋아요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033338,10
꾸르잼ㅋㅋㅋ 기대하고 봐도 재밌었엉 ㅋㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033337,10
킬링타임 스토리전개 완쓰ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65597&target=after,에이리언 VS. 프레데터 2,17033336,4
박정민 ㅋㅋㅋㅋ깜놀 연기잘함 ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033335,10
한국애니라고 생각이 안 들 정도로 좋은 퀄리티의 애니!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=164907&target=after,레드슈즈,17033334,10
"간만에 굉장히 훌륭한 액션무비.,. 이정재 같은 남자가 봐도 멋있네",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033333,10
귀엽고 사랑스러운 코미디 ㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=195180&target=after,주식회사 스페셜액터스,17033332,10
스토리가 넘 아쉽지만 동원님을 감상하는 걸로 모든것이 괜찮다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033331,6
황정민.이정재 믿고보는 영화 역시 옳은선택~!!!  이정재는 정말 그 역에 딱맞는 살인적인 눈빛에 진짜놀람ㅎㅎ 박정민의 연기에 중간중간 웃어가면서 봄^^  어쩜 ^^박정민 팬됨ㅎㅎ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033330,10
청불버전을 잘라내니 타격감이 2프로 부족한게 아쉽네요. 두 배우 케미가 역시 좋네요. 음악 아주 훌륭. 다만 서사가 너무나도 단순하고 스토리는 전혀 없고 슬로우가 너무 자주 나와서 되려 맥을 끊네요. 무슨 슬로우를 그리 넣었는지..감독의 역량부족!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033349,7
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=17421&target=after,쇼생크 탈출,17033347,10
남북관계를 넘어 동북아 정세까지 고려해서 잘 만들었네요. 재밌었어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033348,10
올해 본 영화중 제일 낫네.이정도는 되야 극장에서 봐도 돈 안아깝지.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033346,10
너무 재미있어서 시간순삭댐,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033345,10
재밌게 봤습니다!! 한반도의 평화로 가는길이 멀고도 험해서 화가나기도 하고 안타깝기도 했습니다!!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033344,10
올해 본 영화 중에 가장 영화다운 영화였다. 영화가 끝나면 찝찝함과 개연성 따지기 급급했던 올해에 유일하게 깔끔하면서 이것저것 따지지 않고 볼 수 있었습니다.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033343,10
ㅋㅋㅋ우에다 신이치로 감독이 우에다 신이치로 함,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=195180&target=after,주식회사 스페셜액터스,17033342,10
배우들의 연기와 적당항 긴장감이 재미있었음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,강철비2: 정상회담,17033341,10
"믿보배 황정민, 이정재등에 땀까지 흘리며 기장하고 봉",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033340,10
뻔한 스토리에 뻔한연출 재미를 찾아볼려고 참고봤지만 끝내 재미를 찾을수 없었다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189118&target=after,소리꾼,17033319,5
그냥..내돈내고 보지않아서 정말 다행이라고 생각한 수준입니다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,반도,17033318,1
"다 보고 나면 박정민만 기억에 남음. 박정민으로 시작해서 박정민으로 끝남,",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033317,8
요즘 재미있는 개봉영화 찾기힘든데 간만에 볼만한 영화였음. 스토리가 조금 약한게 흠이지만 연기자의 명연기가 살렸음.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033316,10
넷플릭스에 떠있길래 봤는데... 스토리가... 헨리가 왕의 아들이라 밝혀진 이후 흐지부지 끝나버린 느낌. 시리즈 만들 생각에 그런거겠죠?..영화 흥행은 했나요? 확실히 나오는건가요?의문ㅋㅋㅋ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193686&target=after,정도,17033315,6
연기더좋고 스토리는 예상밖에 반전이랄까 재밌었어요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033314,10
하정우 연기빼곤 모든게 완벽하다. 정우야. 잘나간다고 연기 참 쉽게한다.. 절체절명의 순간 1달을 갇혀있는데도 얼굴엔 살이 오르고 몸은 건장하네? 타배우들은 몇십킬로 빼면서 캐릭터와 동화되던데.. 이정재는 암살때 죽음에 대한 공포때문에 눈풀린 연기를 위해 2일은 안잤더라,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=141104&target=after,터널,17033313,8
"아이와 두 번째 보는 알라딘!! 너무 재미있었어요. 즐겁게 잘 보고, 추억을 만들고 갑니다.",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163788&target=after,알라딘,17033312,10
혹시나 했는데 역시나~ 간만에 아주 재미지게 봤음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033310,10
안될것만 같았던 꿈을 결국 이루어내는 평범한 소녀이야기,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,#살아있다,17033309,9
평범한 야구소녀 이야기를 다른방법없이 감동을 선사하는 작지만예쁜영화,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189633&target=after,야구소녀,17033328,9
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=35939&target=after,클래식,17033327,10
깔끔한결말 좋았고 새로운 액션타격효과 신선했고 세배우 연기 좋았고 지루하지도않고 매우굿,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033326,9
"영화를 잘 못만드는 사람이 만드는 영화같은 느낌이 강했다. 두 배우를 잘 활용하지도 못했고, 새로운 액션촬영기법으로 어떻게 표현해볼라했는데 그 조차도 별로였다..비슷한 구성의 크리스햄스워스 ‘익스트랙션’을 본사람이면 재미없다는 느낌을 받을것",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033325,1
배우들의 연기는 좋았습니다. 특히 박정민씨 최고예요..근데 스토리가 조금 부실하지않은가싶네요..개연성이 약하고 너무 이정재씨역활이 뜬금도없고.왕래없던형죽음에 너무 오바하는거같기도하고 유명한 조직이랬는데 왜 단돈으로 혼자 움직는지도..그리고 캐릭터들에 대한 설명이 너무없어요. 황정민씨가 왜 살인청부를 하게됐는지도 모르겠고..이정재씨와 형과의 관계에대한설명도 너무부실해요..그런것도없이 형죽음에 저렇게까지하는게 오바같구요...내용 이해가잘안돼요,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033324,4
영화평은 처음남겨보지만 아래 댓글에 영화가 어땟는지 남겨달라고 하셔서 남겨요 일단 저는 스릴러중에 상어를 좋아하는편이라 그런지 재미있게 봤습니다. 스토리 이런것보다 스릴넘치게 봤습니다. 솔직히 영화는 아무리 평보고봐도 내가 재미없음 재미없는거고 안좋은 평이라도 내가 재미잇음 재미있는거 아닐까요 그냥 볼가 말까 망설이시는분들 집에서 다운받아서 보고 결정하세용 ㅎ 일단 난좋았음 .,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=152661&target=after,메가로돈,17033323,10
"-원빈의 아저씨가 오빠가 찍는 '아저씨' 느낌이었다면,   이건 진짜 아저씨가 찍은 '아저씨' 느낌!!- 한국판 레옹- 섬뜩하지만 완벽하게 섹시한 이정재 배우의 악역 연기- 박정민 배우의 연기 한계가 어디까지일까 정말 궁금할 정도로 너무 대단한 연기!",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033322,8
재밌어용 노래도 다좋고 한국에선 별로 안떠서 슬퍼요ㅠ,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=144938&target=after,씽,17033321,10
,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=91031&target=after,신세계,17033320,10
최근에 나온 영화 다 챙겨봤는데 그 중 가장 인상적이고 재밌었다.. 역시 믿고 보는 황정민 이정재,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033297,10
너무너무너무너무너무너무너무너무재밌음,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033296,10
시간순삭  꿀잼입니도~~,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189069&target=after,다만 악에서 구하소서,17033295,10
