username,link,mention,tweet_date,tweet_time,retweets,favorites,mentions
kimbokseul,https://twitter.com/kimbokseul/status/1178298226815819778,재환아 오늘두 수고했어 항상 감기 조심하구,2019-09-29,13:19:23,0,0,
ajflekclsdo,https://twitter.com/ajflekclsdo/status/1178298222009208832,아 감기땜에 편도가 부어서... 치통도 같이 오고 귀도 아픔 시발 치통은 뭐 안먹으면 되니까 ㄱㅊ은데 귀는 진짜,2019-09-29,13:19:22,0,0,
__________1920,https://twitter.com/__________1920/status/1178298199414460418,흐린 안경을 닦고서도 안개가 낀 배경에 살아. 눅눅해진 방은 우울이 습기가 되어 차오른 것 같고 너의 이름을 부르면 사망신고의 명단 속에만 있을 것 같은 유일함과 맞닿을까 봐. 보이지 않는 척 보지 않은 척. 나에게만 이르게 온 환절기의 감기에 미리 훌쩍거리고 있어. 나는 여전히 이곳에 살아.,2019-09-29,13:19:17,1,5,
jjannyheart,https://twitter.com/jjannyheart/status/1178298180032532481,우린 감기 걸려도 괜찮아 너만 안아프면되는거야 오늘 만나서 반가웠어~ 그 큰 목소리중 제일 큰 목소리가 내 목소리였어ㅠㅠ,2019-09-29,13:19:12,0,0,
sunny_0624,https://twitter.com/sunny_0624/status/1178298169613926400,감기 무찌르기 음악 pic.twitter.com/VeGBUU3NmG,2019-09-29,13:19:10,0,1,
_MeltyKitchen,https://twitter.com/_MeltyKitchen/status/1178298055608565761,"@Eichi_je 늦은 밤이에요(*ฅ́˘ฅ̀*)♡ 감기 걸리지는 않았구? 공부는 열심히 하고 있나요! 공부 열심히 하는 것도 좋지만 식사도 잘 챙기고, 일어나서 스트레칭도 꼭꼭 해주고! 잠도 잘 자야 해요!",2019-09-29,13:18:42,0,0,@Eichi_je
807ababal,https://twitter.com/807ababal/status/1178298019902418944,꺅 마음씨도 이뻐 오늘 공연 잘 봤어요 재환이도 감기 조심..ㅠㅠ,2019-09-29,13:18:34,0,0,
v_nice09,https://twitter.com/v_nice09/status/1178298006380040192,@RedBeans93 생일을 함께 할 수 있어서 너무너무 좋고 행복해 감기 걸리지않게 조심하구~! 다시 한 번 생일축하해 사랑한드아!! pic.twitter.com/VEDCPL1boE,2019-09-29,13:18:31,0,1,@RedBeans93
gd_third04,https://twitter.com/gd_third04/status/1178298002714198017,오빠도 감기 조심주세요,2019-09-29,13:18:30,0,0,
oklove_0811,https://twitter.com/oklove_0811/status/1178298000751259648,욕조님이 포타멤버십으로 공작저네 토끼오 이야기를 풀어주면 감기가 씻은 듯이 나을 거 같아용,2019-09-29,13:18:29,0,0,
ganjang_96527,https://twitter.com/ganjang_96527/status/1178297843238367233,오늘 덕분에 너무 행복했어!! 남은 9월의 마지막날 행복하게 보내구 앞으로 10월에도 잘부탁해 재환이도 감기 조심 아프지마요 pic.twitter.com/yztZ4Qy7xk,2019-09-29,13:17:52,0,2,
sunny_0624,https://twitter.com/sunny_0624/status/1178297836238069760,감기 기운 있던 걸 무시하고 주말 내내 바깥에서 놀았더니 돌아오는 길에 오한이 훅 왔다. 재빨리 뜨건물로 샤워하고 이온음료 한병 다 마시고 감기약 비타민 그리고 마지막으로 허쉬초콜릿 마시고 전기요에 누웠따 으으,2019-09-29,13:17:50,0,1,
SARI_idol,https://twitter.com/SARI_idol/status/1178297804159995904,ㅠㅜㅜㅠ요즘 일교차가 너무 심해서 감기걸리는 분들 많더라구여ㅠㅜㅠ그래도 나아지셨다니 다행이에요8ㅅ8 네네!! 조심하겠습니다! 티슈님도 얼른 나아서 건강해지셨으면 좋겠어요( ´•̥̥̥ω•̥̥̥` ),2019-09-29,13:17:42,0,0,
with_bath,https://twitter.com/with_bath/status/1178297795976945669,도누... 감기 걸렸니......? 얼른 병원에 가렴,2019-09-29,13:17:40,0,0,
AVlAoIe,https://twitter.com/AVlAoIe/status/1178297787332448257,요즘 감기가 돌고 비염이 심하다 그러지만 코는 좀 혼자 풀어 자랑하고 다니지말고,2019-09-29,13:17:38,0,0,
endnether,https://twitter.com/endnether/status/1178297765295607808,감기걸린것ㅅ같다 돌겠네 와하핰,2019-09-29,13:17:33,0,0,
mesto_sad,https://twitter.com/mesto_sad/status/1178297750972055554,감기.. 꼬마에요? 저? ... 집 없는데.,2019-09-29,13:17:30,0,0,
doll_baryu,https://twitter.com/doll_baryu/status/1178297735729934336,허어어어어엉 나도 눈 감기고 막 졸려던 참에 이 썰을 보고 눈이 확 떠졋읍니다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ운홍이 너네 천년만년 깨볶고 사러라...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 그리고 다음날 람이는 또 운이한테 쿠사리먹음.<<<,2019-09-29,13:17:26,0,0,
weareone121485,https://twitter.com/weareone121485/status/1178297717279219714,헐 ㅁㅊ 백현이 트위터 왔다갔어... 사랑둥이 지금쯤이면 갔겠지.... 백현아 예쁜 꿈 꾸고 잘자나는 시험 이틀 남아서 공부땜에 늦게 자야돼 일교차 심하니깐 나처럼 아프지 않게 옷 따땃하게 입구우...감기 조심하구((주책,2019-09-29,13:17:22,0,1,
___geni,https://twitter.com/___geni/status/1178297714502598657,남자가 숭하게 앞을 그래 열고다님 우쨔냐 감기 안걸렸니? pic.twitter.com/UKZupAqQoJ,2019-09-29,13:17:21,0,1,
ww44223489,https://twitter.com/ww44223489/status/1178297713479176192,감기야 떨어져,2019-09-29,13:17:21,0,0,
AirfryerSweet,https://twitter.com/AirfryerSweet/status/1178297701907206144,맞아요 감기걸리고 으슬으슬 추우면 해먹고 그래요 닭육수에 당근 양파 샐러리 넣고 푸욱 끓여서 파스타 누들같은거 넣어서 만들어요. 은근 맛있어요 틱톡 영상 강추요! 호석이가 좋아요! 눌러줄수도 있다 아입니까!! #PCAs #TheGroup #BTS @BTS_twt,2019-09-29,13:17:18,1,0,@BTS_twt
syunning_,https://twitter.com/syunning_/status/1178297649633492993,"오늘부터 국헌 조지게 앓을지도 몰라요....... 저 오늘 가서 제대로 감기고ㅠ왔거든요.......... 안 맞으면 블블........,,,",2019-09-29,13:17:06,0,4,
loveinRH,https://twitter.com/loveinRH/status/1178297632164179969,"그저 신이 나 이것저것 챙기고는 집을 나섰다. 가을이 성큼 다가온 게 피부에 와닿았다. ""으, 추워."" 라는 말이 저도 모르게 나올 정도의 쌀쌀함이었다. ""형 감기 잘 걸리는데 ... 겉옷 챙겨갈까?"" 결국 다시 들어가 찬에게 줄 옷을 챙겨서 나왔다.",2019-09-29,13:17:01,5,25,
linda_singasong,https://twitter.com/linda_singasong/status/1178297596390998017,#나의_기본_건강_생활 수면: 몇시에 자건 5시 30분 기상.. 어쩌다 1~2시간도 있움 식사: 나는야 두끼ㅣ 흡연: 그켬 음주: 부모님이 주시면... 운동: 학교 왕복만해도 6000보 넘던걸 과일 섭취: 있으면 먹음 채소 섭취: 있으면 먹움 하루 물 2L 이상: 당연하즤 감기걸리면 3~4리터,2019-09-29,13:16:53,0,1,
unjya23,https://twitter.com/unjya23/status/1178297596172853249,감기한번뒤지게앓앗더니힘이넘쳐서주체를못하겟냐 아주,2019-09-29,13:16:53,0,0,
MalangMolang,https://twitter.com/MalangMolang/status/1178297589952761857,감기 아직 안떨어졌고 목소리들으면 감기 환자가 맞는데 지금 기분이 계속 좋아 열이 있어 그런가 미친것 같아 진짜,2019-09-29,13:16:51,0,2,
chocob_banana,https://twitter.com/chocob_banana/status/1178297527742808064,목아푸다..감긴가..?,2019-09-29,13:16:36,0,0,
jeudex,https://twitter.com/jeudex/status/1178297519102558208,나 감기 걸리는 중인 건가? 왜 이렇게 하반신 관절이 쑤시지? 플러스 안와...,2019-09-29,13:16:34,0,0,
BTS_Lovely_A,https://twitter.com/BTS_Lovely_A/status/1178297516908957696,러브미님 글 읽고 바로 생각 나는게 영국에 있을때 아주 변덕스러운 날씨 탓에 감기 걸린 적 있었는데 진짜로 홈스테이 엄마아빠가 나 치킨누들숲 끓여줬어... 이거 먹어야 낫는다고 하면서.. #CNS_MostViewed_24hrs 그리고 그게 2007년 이었지... https://twitter.com/1Vlovesme/status/1178246977252782081 …,2019-09-29,13:16:34,2,4,
I8Psh,https://twitter.com/I8Psh/status/1178297403620741120,ㅠㅠ 엑스원 진짜 최고야ㅠ 아이돌이 돼주셔서 감사해요... 오늘도 내일도 모래도 감기 조심하고 항상 행복합시다ㅏㅏㅏ!!!,2019-09-29,13:16:07,0,0,
9OODD4,https://twitter.com/9OODD4/status/1178297383223873536,감기가완벽히나으면...구사장을쪼물락할수잇어... 구사장은...으어억.!!!,2019-09-29,13:16:02,0,0,
juice_cherry_,https://twitter.com/juice_cherry_/status/1178297335073271811,감기걸렸음 솜이불 덮구 약먹고 코 자라구여!!,2019-09-29,13:15:51,0,0,
S_CH_W_,https://twitter.com/S_CH_W_/status/1178297323257905152,조심할게. 요즘 일교차 심해서 주위에 감기 걸린 사람들이 많더라고. 너도 조심해.,2019-09-29,13:15:48,0,0,
endnether,https://twitter.com/endnether/status/1178297318392524800,젠장 젠장 마스크를 가져갔어야 했는데 학원쌤 목소리 쉬신 채로 계속 수업하실때부터 알았어ㅓ야 했는데ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ젠ㄴ장 감기기운 죽어 진짜,2019-09-29,13:15:47,0,0,
RE_9_WHG,https://twitter.com/RE_9_WHG/status/1178297316471558144,날씨가 많이 쌀쌀해졌는데... 감기에 걸리지 않을까요.,2019-09-29,13:15:46,0,0,
smr_cosX0114,https://twitter.com/smr_cosX0114/status/1178297309605416960,ㅠㅜㅜ당연하조! 내일부터 3일동안만 셤치면 수욜 오후부터는 일욜까지 완전 프리랍니다~!!!(호시나나 이벤 뛸생각에 신난 스미레 헉 맞아요ㅠㅠㅠ 걱정해주셔서 감사하구 울 티슈님두 감기 조심하셔야해요!!><,2019-09-29,13:15:44,0,0,
Dan_A_C,https://twitter.com/Dan_A_C/status/1178297217083297792,저는 돈은 없고여 다 빠져나간 기력과 감기 기운은 있습니다,2019-09-29,13:15:22,0,0,
loveive7383,https://twitter.com/loveive7383/status/1178297191099535360,다른 것도 아니고 감기인데 썰 정도는 풀어도 되지 않을까 vs 아니야...한 번 걸리면 심하게 앓는다고 정해두고 감기 걸린 썰 푸는 건 무슨 소리야 이 두개가 열심히 싸우고 있습니다 유즈나 같은 생활을 하면(운동 안 함! 수면 불규칙적!) 감기 걸릴 수 밖에 없으니까 썰 풀어도 되지 않을까요,2019-09-29,13:15:16,0,1,
siegi3235,https://twitter.com/siegi3235/status/1178297187882565634,감기 걸리고 나은지 1달도 안된거 같은데....,2019-09-29,13:15:15,0,0,
skylarkyoon91,https://twitter.com/skylarkyoon91/status/1178297121851625472,네. 진짜 감기 걸리기 딱 좋은 때죠ㅠㅜ 토르도 감기 조심하세요 :),2019-09-29,13:15:00,0,0,
kudokid_0504,https://twitter.com/kudokid_0504/status/1178297029254103040,아뇨...감기약 먹엇어요!,2019-09-29,13:14:38,0,0,
pp0npp,https://twitter.com/pp0npp/status/1178296997549203456,기운없다 요즘 감기기운도 계속 들락날락하고..그러니 막핀이 결혼했음 좋겠다 ㅠㅠㅠ,2019-09-29,13:14:30,0,3,
Gumball_CROB,https://twitter.com/Gumball_CROB/status/1178296985637421056,(엎어진 상태로 눈 슬 감기다가...다시 번쩍 뜨며!),2019-09-29,13:14:27,0,0,
G_on_165,https://twitter.com/G_on_165/status/1178296985129897985,감기약은 그런 성질이있어서그렇다는데 나는 막 철분제같은거 먹어도 그렇더라,2019-09-29,13:14:27,0,0,
h_sorry0,https://twitter.com/h_sorry0/status/1178296979249483776,여러분 오늘 방송은 컨디션 악화로 인해 쉬어가도록 하겠습니다... 목감기 + 피로누적 + 손목 등 요즘 자꾸 컨디션이 좋아지지를 않네요 ㅠ 몸이 쳐지니까 정신력도 약해지는가 봅니다,2019-09-29,13:14:26,0,0,
Kran_Writer,https://twitter.com/Kran_Writer/status/1178296774424842243,긱사에 종합감기약있징,2019-09-29,13:13:37,0,0,
2000_05__10,https://twitter.com/2000_05__10/status/1178296726886633473,사랑해 감기는 괜찬ㄹ아??? 진짜 오늘수고했어,2019-09-29,13:13:26,0,0,
NO_01023,https://twitter.com/NO_01023/status/1178296675011452934,꾸와ㅣㄲ 감기때문에 골골 거리고온 ㅠㅠㅠㅠㅠㅠ 푹 잣더니 좀 만이조아졋어요~! (꾸왁 사리님 감기 조심하세요!,2019-09-29,13:13:13,0,0,
VacuumTraveler,https://twitter.com/VacuumTraveler/status/1178296576684351488,일어나서 핸드폰 충전기 꺼낼 힘도 없어유 ㅠㅠ 도와 줘~~~ give me please~~~ 감기 좀.. 엄마랑 여행 영어 시험 오빠 영강까지 웬지 바빠요. 학교도 안 갔는데,2019-09-29,13:12:50,0,0,
NO_01023,https://twitter.com/NO_01023/status/1178296542278500353,ㅠㅠㅠㅠ네네ㅔㅠㅔㅠㅠㅠㅠㅠ 스미레밈두 잘 계신거죳 ㅠ!? 요즘에 날시가 왔다갔다리ㅠㅠㅠ 감기 조심하세요 ㅠ,2019-09-29,13:12:42,0,0,
mum_o3o,https://twitter.com/mum_o3o/status/1178296479313612801,에고ㅠㅠㅠ 허리 조심하세요 요새 환절기?인가 아무튼 낮밤 온도차가 심해서 감기걸리기 쉽상인… 다음은 질문 상자에 #peing #질문함https://peing.net/ko/qs/457816049,2019-09-29,13:12:27,0,0,
SHJ_chan,https://twitter.com/SHJ_chan/status/1178296478608965633,"감기라... 오랜만에 듣는 말이로군. 안부 인사로라도 듣지 못했던 말인데. ^^ 걱정 고맙네, 새겨 듣도록 하지.",2019-09-29,13:12:26,0,0,
Sweet_V95,https://twitter.com/Sweet_V95/status/1178296437089587200,힝구 지짜 고마워여 ㅠㅠㅠㅠㅠㅠ 홉월드님덕분에 벌써 나은거 같아요 요즘 감기걸리신분들 많으시던데 홉월드님두 감기 조심하세요 !!,2019-09-29,13:12:16,0,1,
byj0302_326,https://twitter.com/byj0302_326/status/1178296429443289090,헷 사실 나도 몸살감기 ... ! ! ㅠㅠㅠㅠ,2019-09-29,13:12:15,0,0,
Yn26517950,https://twitter.com/Yn26517950/status/1178296397445001216,오늘 꼭 감기약 먹고 자고ㅠㅠ 너무 무리하지마ㅠ,2019-09-29,13:12:07,0,1,
WinDaisy0527,https://twitter.com/WinDaisy0527/status/1178296397293973504,재환아오늘 너무너무너무귀여웠어 너무고생많았어 오늘도 너무행복해써ㅠ ㅠ ㅠ ㅜ ㅜㅠㅜ피곤할텐데 열심히 좋은무대 보여줘서 고마워 재화니도 감기조심해~!~!~!~~! pic.twitter.com/Ur6065IorX,2019-09-29,13:12:07,0,3,
ThorOdinson_W,https://twitter.com/ThorOdinson_W/status/1178296366172229633,아주 착하오. 감기라도 걸리면 큰일이니 간절기엔 건강 보전에 힘써야 하외다.,2019-09-29,13:12:00,0,0,
_anton_ym,https://twitter.com/_anton_ym/status/1178296358551183360,엄마랑 밥 한냄비에 먹었더니 감기옮앗나봐 증상똑같아....,2019-09-29,13:11:58,0,1,
siegi3235,https://twitter.com/siegi3235/status/1178296316012531712,시험 이틀앞두고 감기에 걸려버렸당! ~우리반애들이 감기 걸리고 사람을 향해 기침해서 걸린거 심지어 가리지도 않고!! ㅎㅎ감기걸렸을땐 기침을 가리거나 고개 돌리고 하는게 예의인뎅ㅎㅎ,2019-09-29,13:11:48,0,0,
dkdms_0529_,https://twitter.com/dkdms_0529_/status/1178296253735505920,재환이도 감기 조심하고 오늘도 수고했고 고마워요,2019-09-29,13:11:33,0,0,
loveive7383,https://twitter.com/loveive7383/status/1178296242532601856,완전 TMI인데 유즈나는 감기 걸리면 꽤 심하게 걸리는 편이라 아마 감기 걸리면 그냥 학교 결석할 거 같아 유즈나 결석해서 방과후에 하루카가 걱정되서 보러 오는 거 보고 싶은데 내 딸이 안 아팠으면 좋겠어서 자아 두 개가 열심히 싸우고 있다,2019-09-29,13:11:30,0,5,
no_name_1930,https://twitter.com/no_name_1930/status/1178296201084489728,아 왕천파닭에 맥주..... 진짜 감기까지 잊게 하는 맛이다.,2019-09-29,13:11:20,0,0,
gooreumandu,https://twitter.com/gooreumandu/status/1178296091483111424,"오~~~~~~~ 잘생김 잰이 수고했어영, 잰이 도 감기 조심 조심 항상 건강해",2019-09-29,13:10:54,0,0,
tete_v_kim__,https://twitter.com/tete_v_kim__/status/1178296022683934721,감기 걸려서 미안해 재환아,2019-09-29,13:10:38,0,0,
RaN139_JU,https://twitter.com/RaN139_JU/status/1178295957261185025,란 감기에 인간관계 문제에 덕질에 미술부 관리&마감에 문학부 마감에 신청서 마감에 중간고사 겹쳤다 괜찮아 신청서 마감 빨리 하자,2019-09-29,13:10:22,0,0,
west_gardener,https://twitter.com/west_gardener/status/1178295940836315136,저 뉴질랜드산 샀는데 나뭇가지 1도없고 조아요 부시래기 별로없고 감기좋게 길다란것만 왔어요..!,2019-09-29,13:10:18,0,2,
EUNJAN_86,https://twitter.com/EUNJAN_86/status/1178295873194713089,연락 달라 했을거고 아마 백귀들도 한둘 남겨두고 갔겠지..홍이도 처음엔 끝나는 대로 운이에게 연락할 생각이였는데 이게 하다보니 늦어도 너무 늦다....그래서 결국 연락은 포기하고 진짜 감기는 눈 억지로 떠가며 택시타고 돌아왔는데 운이는 아마 안자고 기다리지 않았을까..?,2019-09-29,13:10:02,0,1,
kim_jjaen_ok,https://twitter.com/kim_jjaen_ok/status/1178295867872178178,재환아 수고했어 재환이도 감기조심해 이제 좀 푹 쉬자ㅠㅠㅠ pic.twitter.com/JCF6OiDOgP,2019-09-29,13:10:01,0,3,
summer_milin,https://twitter.com/summer_milin/status/1178295838688169984,재환이도 감기 조심해야 돼여 ㅠㅠㅠㅠㅠ 일주일 동안 너무 수고했어요ㅠㅠㅠ 푹 쉬어요 ㅠㅜㅠㅠ,2019-09-29,13:09:54,0,1,
LullabyInSpring,https://twitter.com/LullabyInSpring/status/1178295802269073408,"""감기라면 걱정말아. 꽤 튼튼하거든.""",2019-09-29,13:09:45,0,0,
Iguro_hashira,https://twitter.com/Iguro_hashira/status/1178295785315684352,"카... 칸로지...-? 여긴 어쩐 일이야, 들어가서, 푸, 푹 쉬어야지. 나중에 전언이 떨어지면 히... 힘 내서 가야 하, 하니까. 조금이라도 체력을 충전해서 임무에 나... 나서야지, 이 밤에 이곳까지 오고... 날씨도 추운데, 밖에서 그러면 가, 감기 걸리잖아. ( 목소리가 매우 떨린다. ) pic.twitter.com/lYcOVDHu0P",2019-09-29,13:09:41,0,1,
Myo_Yong,https://twitter.com/Myo_Yong/status/1178295753069871105,물도 따뜻한 물 마시구요.. 감기몸살엔 충분한 물과 수면만한게 없서요.. 아프면 무리하지 마시기!!,2019-09-29,13:09:33,0,0,
furi13class_bot,https://twitter.com/furi13class_bot/status/1178295726884806658,스야마[왠지 감기가 오려는것 같아.] 사카에구치[감기?] 스야마[응. 목이 까끌까끌한게 어째...] 사카에구치[그런건 초기에 잡아야돼! 목 따뜻하게 감싸고 물도 많이마시고 손발도 따뜻하게하고 옷도...!] 스야마[이런데는 쓸데없이 자세하다 너;],2019-09-29,13:09:27,0,0,
AOTHgXxK5gQbxXZ,https://twitter.com/AOTHgXxK5gQbxXZ/status/1178295680038653954,째니 오빠도 감기조심해요,2019-09-29,13:09:16,0,0,
Heaven_light527,https://twitter.com/Heaven_light527/status/1178295661722128385,재환이도 감기 조심하고 바쁜 스케줄 소화하느라 고생했어~ 푹쉬어 pic.twitter.com/C98ZfQ6hjC,2019-09-29,13:09:12,0,6,
woghksup,https://twitter.com/woghksup/status/1178295543413391361,사랑해애..... 재환아 감기조심해,2019-09-29,13:08:43,0,0,
Horoll,https://twitter.com/Horoll/status/1178295537818169345,"감기개삘인데진짜안댄다,,감기걸리면안댄다,,,늦여름감기는겨울끝날때까지간다진짜안댄다,,,정신차뤼좌,,,,",2019-09-29,13:08:42,0,0,
pebble0613,https://twitter.com/pebble0613/status/1178295518629228545,에고 감기 조심하세요,2019-09-29,13:08:37,0,0,
lovely_Jjaen,https://twitter.com/lovely_Jjaen/status/1178295446814392321,울 몽몽 볼살 다 어디가쏘 ㅠ ㅠ ㅠ 째화니도 피곤할텐데 푹 쉬고 감기 조심해 사랑해,2019-09-29,13:08:20,0,1,
JbuIygSomQ5RrMu,https://twitter.com/JbuIygSomQ5RrMu/status/1178295435716202496,경수야..날이 춥다. 감기조심햐♡ https://twitter.com/DoCaramel/status/1178229041712680960 …,2019-09-29,13:08:18,0,2,
tama_kiim,https://twitter.com/tama_kiim/status/1178295397900406784,날도 더운데ㅜㅜㅜ 고생많아또ㅜㅜㅜ 째니두 감기조심~~~!!!,2019-09-29,13:08:09,0,1,
akilllessgun,https://twitter.com/akilllessgun/status/1178295369962119168,감기걸렷나바,2019-09-29,13:08:02,0,2,
_harusaree,https://twitter.com/_harusaree/status/1178295367697199106,안경만 안 썼어도 이렇게 감기진 않았을거야......,2019-09-29,13:08:01,0,1,
Inah_FE,https://twitter.com/Inah_FE/status/1178295223140487168,잉그리트 실뱅 펠릭스 셋이서 놀기시작한나잇대는 몇살때부터일까... 셋이 눈싸움하면서 노는것도 보고싶음 ㅜㅡ 애기들 셋이서 뛰어놀면서 하루종일 눈싸움하고 나란히 감기걸려버리기...,2019-09-29,13:07:27,0,1,
KJH_officialtwt,https://twitter.com/KJH_officialtwt/status/1178295209395802112,"[ #째니의발자국] 9월의 마지막 주말을 윈드와 함께해서 행복한 재환이ʚ(ȉˬȉ⁎)ɞ˒˒ 우리 윈드 오늘도 힘찬 목소리로 응원해주셔서 정말 감사드리고 일교차가 심한 날씨, 모두 감기 조심하세요~ #김재환 #KIMJAEHWANpic.twitter.com/Ca1KhVTq64",2019-09-29,13:07:24,10962,19948,
eettaakk,https://twitter.com/eettaakk/status/1178295143532646402,저걸로 허리디스크 고치고 +체력 붙고 +손목부상 줄고 +긍정적 되고 +근육 붙고 +감기 안 걸리는 몸이 되었습니다. 우리모두 운동하자.,2019-09-29,13:07:08,0,0,
RuArr100,https://twitter.com/RuArr100/status/1178295105934938112,감기 땜에 기운 없어서ㅜ,2019-09-29,13:06:59,0,1,
Mong_FT,https://twitter.com/Mong_FT/status/1178294963651534849,"망초꽃차를 마셔보겠니? 망초꽃차는 소화불량, 설사와 위장염에 좋단다. 소화를 도와주고 속을 편안하게 해주지.또 열을 내리는 효능이 있단다. 감기나 뼈마디가 아플 때도 좋단다. 체내의 유독성분을 줄여주고 가려움증에도 효과가 있지.",2019-09-29,13:06:25,0,0,
DaeGGae_0908,https://twitter.com/DaeGGae_0908/status/1178294949877448706,헉헉헉 감기 빨리 낫구ㅜㅜ 오늘도 수고 많았어 항상 고마워 승훈아ㅜㅜ,2019-09-29,13:06:22,0,0,
hmlike_920,https://twitter.com/hmlike_920/status/1178294925336530945,히이이이이이ㅣ이이ㅣ이잉ㅠㅠㅜㅜㅜㅠ 학민아 브이앱켜줘서 넘 고마웠고 감기 뚝!!하게 따뜻한거 많이 먹고 소통해줘서 넘 행복했어 오늘 하루 마무리 잘하고 내일 보자,2019-09-29,13:06:16,0,1,
ace_for_sera_,https://twitter.com/ace_for_sera_/status/1178294877508919301,그래도 조심해야해. 감기는 누구나 걸리거든. 라고 마르코가 알려줬어. 그래. 그래. 이불 잘 덮고 잔다니 다행이내.,2019-09-29,13:06:05,0,0,
1mu91,https://twitter.com/1mu91/status/1178294834349522944,"환절기,,, 감기,,, 몸 조심,,,",2019-09-29,13:05:54,0,0,
spsp__93,https://twitter.com/spsp__93/status/1178294827139469313,오늘 하루도 잘 보냈나요 감기 걸리지 않게 따뜻한 곳에만 있었으면 좋겠네요 건강이 최고니까 건강만 해주세요 pic.twitter.com/1DfHjN87SM,2019-09-29,13:05:53,0,4,
BsMIC_DS,https://twitter.com/BsMIC_DS/status/1178294798320427008,ㅠㅠㅠ 독감 예방주사 진짜 중요해요 ㅠㅠㅠ 꾸기님두 감기 나으면 맞기!!,2019-09-29,13:05:46,0,1,
sera074109919,https://twitter.com/sera074109919/status/1178294626815365121,걱정말아요. 나 감기 잘 안 걸리는걸요!! 또 침대에서 이불 덮고 잘 자요!,2019-09-29,13:05:05,0,0,
baechyu_9,https://twitter.com/baechyu_9/status/1178294600366088193,대만가서 종인이를 보고 감기를 얻어왔어,2019-09-29,13:04:59,0,1,
mjkiryu_kbot,https://twitter.com/mjkiryu_kbot/status/1178294574751473665,날이 덥네. 여름감기가 심하다는데 감기조심해-,2019-09-29,13:04:52,0,0,
_foreverbear,https://twitter.com/_foreverbear/status/1178294566249586688,ㅇㅏ니 이 호칭 또 몬닐인지ㅋㅋㅋㅋㅋㅋㅋㅋ 분명 감기자나요ㅋ큐큐ㅠㅠㅠ (마빡 짝 낮공 보구 뮦녬 기달리고 있음 대죠??,2019-09-29,13:04:50,0,0,
Doyeon_lee10,https://twitter.com/Doyeon_lee10/status/1178294564055945217,옷은 항상 잘 챙겨입어요 그쪽도 감기안걸리게 조심하세요,2019-09-29,13:04:50,0,1,
Un_dd53,https://twitter.com/Un_dd53/status/1178294551032688643,환절기...첫감기...,2019-09-29,13:04:47,0,0,
__Claudel,https://twitter.com/__Claudel/status/1178294535928958982,편도염은 괜찮아지는데 감기에 걸려서 감기약받으러 병원 또가야될거같아요ㅜㅋㅋㅋㅋ 마자요 생각이 같은 사람의 소중함 <렬루 덕질하면서 이거보다 더 소중한게없네요 오늘도 무한감사..,2019-09-29,13:04:43,0,1,
lovely_been,https://twitter.com/lovely_been/status/1178294525426454528,오늘은 노간주 바스에센스를 써보았습니다!!! 일단 향은.. 노간주 생김새는 모르지만 주목 비슷할갓 같은 생각이 드는 향이였었요(?) 미묘하게 유칼립투스 느낌도 나고.. 어쨌든 식물의향.... 물도 따시지만...뭔가 얘도 뜨뜻한 기분이 드는게...감기 올랑말랑할때 쓰고싶다는 생각을 합니다(..) pic.twitter.com/YxlP4ermUE,2019-09-29,13:04:41,0,1,
blackstsr02,https://twitter.com/blackstsr02/status/1178294517205630976,재웠다..하.. 아가 이제 콧물도 안나오고 감기 완치판정받아서 월요일에 어린이집 보낼꺼 했더니 화욜 수술여부 결정 앞두고 이틀만 더 고생하라는 친구의 조언...괜히 어린이집 갔다 아프면 수술도 못한다고...맞는말인데 정말 너무 힘들다..,2019-09-29,13:04:39,0,3,
myeo1____,https://twitter.com/myeo1____/status/1178294515343351809,으 감기,2019-09-29,13:04:38,0,0,
M4ND3l1N4,https://twitter.com/M4ND3l1N4/status/1178294490747944960,"어, 어떻게 알았어요? 네~ 조금요. 가을이라 따뜻한 느낌의 원목가구가 주문이 많이 들어와서요! 작업하는 양이 평소보다 두 배는 더 되는 거 같아요. 감기 다 나았더니 이젠 뼈가 쑤시네.",2019-09-29,13:04:32,0,0,
Laneige_CDM,https://twitter.com/Laneige_CDM/status/1178294482988519424,"..음, 그런가요? 아직 한겨울도 아닌데... 곧 히말라야에 가는 등산복이라도 입어야하는거 아닌가 몰라요. (네가 말하는 것을 농담으로 받아치고는 그저 웃었다.) ...음, 괜찮아요. 무슈가 더 춥지않겠어요? 감기걸리면 어쩌려고요.",2019-09-29,13:04:31,0,0,
solar_ball_idv,https://twitter.com/solar_ball_idv/status/1178294457281601536,날씨가 쌀쌀하구나 아가.감기 안걸리게 조심하는 편이 좋을듯 하구나.,2019-09-29,13:04:24,0,1,
butbutbut5,https://twitter.com/butbutbut5/status/1178294402134863874,지금도 살짝 좀 감기기운정도 있는 느낌이라 약 먹고 푹쉬려구용!!! 걱정해주셔서 감사합니다,2019-09-29,13:04:11,0,1,
BEELZEBUB_XXX,https://twitter.com/BEELZEBUB_XXX/status/1178294341028106240,"이런 때에 조심해야죠, 감기 들기 딱 좋은 일교차잖아요.",2019-09-29,13:03:57,0,0,
